Type, Dispense, cw/ccw, speed, start_x, start_y, end_x, end_y, center_x, center_y
ARC	0	0	20	53.239	-71.272	53.604	-72.644	0.878	-0.501
ARC	0	0	20	55.353	-69.613	53.990	-69.973	-0.499	-0.871
ARC	0	0	20	87.593	-11.774	87.961	-13.132	0.873	-0.492
ARC	0	0	20	89.710	-10.101	88.344	-10.475	-0.494	-0.880
ARC	0	0	20	94.058	3.747	94.046	-3.685	2.559	-3.720
ARC	0	0	20	92.077	6.080	93.077	4.348	0.500	-0.866
ARC	0	0	20	88.341	10.551	89.707	10.185	0.869	0.510
ARC	0	0	20	87.957	13.216	87.591	11.850	0.510	-0.869
ARC	0	0	20	53.991	70.047	55.357	69.681	0.869	0.510
ARC	0	0	20	53.607	72.712	53.241	71.346	0.510	-0.869
ARC	0	0	20	50.237	78.549	51.237	76.817	0.500	-0.866
ARC	0	0	20	43.781	83.410	50.208	79.698	4.499	0.370
ARC	0	0	20	35.034	81.861	36.040	82.858	-0.002	1.009
ARC	0	0	20	32.541	82.858	33.533	81.860	1.002	0.004
ARC	0	0	20	-33.670	81.859	-32.677	82.859	-0.011	1.004
ARC	0	0	20	-36.176	82.860	-35.171	81.858	1.011	0.009
ARC	0	0	20	-50.355	79.688	-43.932	83.400	1.923	4.085
ARC	0	0	20	-51.377	76.809	-50.370	78.545	0.503	0.868
ARC	0	0	20	-53.375	71.348	-53.739	72.720	-0.878	0.501
ARC	0	0	20	-55.488	69.689	-54.125	70.049	0.499	0.871
ARC	0	0	20	-87.728	11.850	-88.096	13.208	-0.873	0.492
ARC	0	0	20	-89.845	10.178	-88.479	10.551	0.494	0.880
ARC	0	0	20	-93.214	4.353	-92.207	6.089	0.503	0.868
ARC	0	0	20	-94.204	-3.681	-94.205	3.737	-2.552	3.709
ARC	0	0	20	-88.476	-10.474	-89.842	-10.108	-0.869	-0.510
ARC	0	0	20	-88.092	-13.139	-87.726	-11.773	-0.510	0.869
ARC	0	0	20	-54.126	-69.970	-55.492	-69.604	-0.869	-0.510
ARC	0	0	20	-53.742	-72.635	-53.376	-71.269	-0.510	0.869
ARC	0	0	20	-43.930	-83.340	-50.354	-79.632	-4.498	-0.375
ARC	0	0	20	-40.897	-82.783	-42.904	-82.787	-1.003	-0.002
ARC	0	0	20	-35.169	-81.785	-36.175	-82.781	0.002	-1.009
ARC	0	0	20	-32.676	-82.782	-33.668	-81.784	-1.002	-0.004
ARC	0	0	20	33.535	-81.783	32.542	-82.783	0.011	-1.004
ARC	0	0	20	36.041	-82.784	35.035	-81.782	-1.011	-0.009
ARC	0	0	20	42.770	-82.778	40.763	-82.782	-1.003	-0.002
ARC	0	0	20	50.197	-79.636	43.772	-83.340	-1.929	-4.080
CIRCLE	0	0	20	43.772	-83.340	43.772	-83.340	-1.571	156.650
CIRCLE	0	0	20	43.772	-83.340	43.772	-83.340	10.516	142.699
CIRCLE	0	0	20	43.772	-83.340	43.772	-83.340	-19.694	153.164
CIRCLE	0	0	20	43.772	-83.340	43.772	-83.340	-37.820	156.652
CIRCLE	0	0	20	43.772	-83.340	43.772	-83.340	16.558	125.257
CIRCLE	0	0	20	43.772	-83.340	43.772	-83.340	-13.760	135.827
CIRCLE	0	0	20	43.772	-83.340	43.772	-83.340	-7.610	132.234
CIRCLE	0	0	20	43.772	-83.340	43.772	-83.340	28.642	111.304
CIRCLE	0	0	20	43.772	-83.340	43.772	-83.340	16.291	117.857
CIRCLE	0	0	20	43.772	-83.340	43.772	-83.340	-55.946	153.164
CIRCLE	0	0	20	43.772	-83.340	43.772	-83.340	-25.736	135.722
CIRCLE	0	0	20	43.772	-83.340	43.772	-83.340	10.516	114.792
CIRCLE	0	0	20	43.772	-83.340	43.772	-83.340	-74.072	156.652
CIRCLE	0	0	20	43.772	-83.340	43.772	-83.340	-37.870	135.782
